filename,label,chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,artist_id,composers_id,release_time
1073748245,7,0.27962285,1817.4236531303336,2246.4462282958552,3826.3550133127796,0.07550551654588405,-120.74127,111.93278500000001,5.8504934,22.761011,6.999331,7.0556254,9.973203,0.28003052,-1.5562645,6.386747,-8.358130000000001,0.07033854,-6.8080416,-1.8108116,-5.6724195,2.1388302,-1.9948786,8.258869,1.1819235000000001,0.5902534,551,5765,2017-10-01 22:07:00
1073751978,3,0.37914622,2536.965356784955,2782.0834713804543,5890.334563770933,0.09786515961423443,-64.239494,76.61245,11.736107,31.701697999999997,9.227628,10.384532,8.453342999999998,11.629122,6.8406863,6.970330000000001,-3.0067557999999996,4.6500262999999995,-3.2929945,4.508422400000001,-1.6910683000000002,4.794136,-1.7217071,6.344769,0.8346399999999999,5.621757499999999,455,100105,2017-10-01 20:58:00
1073835561,6,0.31614682,2536.281576904435,2574.2391608110293,5386.449504348467,0.10880760218099593,-99.33279,68.9757,0.95522887,8.505616,2.386683,0.955973,-0.7950124,5.015699,-6.5070305,7.227828999999999,-1.4648848,6.1794972,-1.6573126,1.0987029,-5.111413,2.1200964,-1.2176334999999998,3.915117,-1.9353069,4.767792,450,4355,2017-11-01 18:16:00
1073856553,2,0.25266266,1948.7236949216967,2304.4199943493513,4103.501073491781,0.08334883047899681,-125.403046,101.99445,7.489677,14.53694,2.2168384,3.4578406999999998,6.352574,3.5028775000000003,0.31221822,9.426466,-5.056367,3.152669,-4.1511510000000005,1.2598523000000001,-2.9199896,1.9162196,-1.8858496,8.298355,1.0084126,4.556957,551,7686,2017-11-01 17:36:00
1073929630,7,0.33407035,2192.451345461399,2701.1875678957604,5293.4651909247905,0.07085590603618265,-94.990036,92.087616,20.295914,26.479940000000003,15.652288,4.0815263,7.529225,10.699209,-1.8118855,7.6818027,-5.894293299999999,2.9178276000000003,-2.8321447,7.15862,-2.4224143,6.532942,-0.7001743,5.1375875,-0.21722333,3.5343080000000002,513,100466,2017-11-01 17:49:00
1073929880,3,0.35899216,2050.776002203962,2418.675625526986,4622.3792017378855,0.07519595552279418,-120.18382,99.48679,10.390031,27.394116999999998,1.3275388000000001,7.062191499999999,1.9291241000000001,7.992425,-6.161707,2.3371619999999997,1.1247163,1.0525491000000002,-0.41729929999999993,4.9203815,-1.4955648000000001,3.0166522999999996,-0.54547447,0.13315633,-6.3946559999999995,1.2402617,6515,100288,2017-10-01 21:33:00
1073949310,4,0.28860372,1931.0353546696729,2304.3370854592263,4128.7773391844175,0.07739777344379736,-106.35372,103.13476999999999,5.8464117,25.700958,1.561552,2.8463578,-0.035805095,2.2445955,-1.4082572,4.8524012999999995,-10.237713000000001,-0.8860308000000001,-4.1360116,2.7369852000000003,-3.9530623,1.6995220000000002,-3.9062949999999996,1.0503854,-6.2479825,0.29639724,455,100133,2017-11-01 18:27:00
1073994297,8,0.3784502,2525.839898058882,2741.8833946405284,5697.103270442721,0.10376765904996682,-74.93259,79.374176,12.382544000000001,22.482182,14.0763,6.14763,4.3739495,8.788255,3.0252168,8.760156,-3.463743,3.108418,-2.7345175999999998,-0.017718776999999998,-4.370693,2.7127187000000004,-1.9597379000000001,6.2899837,2.1792740000000004,4.696625,455,100306,2017-11-01 18:27:00
1073994298,4,0.28337517,2089.68490719686,2542.737309647688,4805.959520848645,0.06886045286906761,-120.36716499999999,90.64154,16.653238,27.19475,10.346178,2.9065893,2.9228668,3.620347,-7.096842999999999,4.434918,-11.259091,-3.0313618,-6.3688416,-3.767297,-6.064760700000001,-5.202948,-6.598698,-0.7158931,-5.9788265,2.8810906000000003,455.306,100133,2017-11-01 18:27:00
1073994300,8,0.30942565,2378.476006690228,2624.7965919764083,5275.742161102399,0.0951401125147529,-63.224585999999995,88.23724,6.731032000000001,23.733541,2.0366302,2.5984529999999997,4.8340597,7.036567,3.3750148,7.389147299999999,-8.2055025,2.6120542999999996,-7.123527,1.7437403999999999,-5.6540833,0.89993036,-4.8029017,3.257015,-3.7410595,-0.18865739999999998,455,100133,2017-11-01 18:27:00
1074011942,5,0.28833064,1981.717568723922,2326.6077105216955,4453.173684917219,0.07946133863454169,-100.30337,101.08678,8.096036999999999,19.257648,7.874166499999999,10.5408945,0.57691085,11.410884,-6.232202,8.54997,-7.1871963,1.901516,-2.886381,3.58256,-0.10692057,2.4422462000000005,-2.4842145,1.9023884999999998,-6.092388,1.8809425,7928,7898,2017-11-01 18:49:00
1074239565,3,0.32362565,1881.5975966051765,2212.195922793411,4001.0547493077534,0.07417916360571128,-91.47085,107.90321000000002,-3.9714352999999996,37.650127000000005,14.606732999999998,8.0338745,1.0925764999999998,11.97512,-8.144727,5.4825206,-1.2579913999999999,0.5534024000000001,0.6643186,2.2295012,-1.1196156000000002,1.1839658000000002,-0.24715228,2.3099267000000006,0.6880329000000001,-0.23294193,901,100105,2017-10-01 20:58:00
1074245455,9,0.3873768,2774.581708119857,2772.838058061081,6158.128980401594,0.11897250141774116,-50.564075,73.787704,13.589609,18.113592,-0.20185584,7.632961,-4.8529663,7.048024000000001,-10.282033,6.4480642999999995,-3.201777,1.6249291000000001,-1.0461273000000002,1.891584,-3.8711907999999995,1.8689319,-6.9965167,3.3514334999999997,-6.09894,-1.1815407,5072,9140,2017-11-01 18:42:00
1074245511,6,0.31894663,2306.740438713961,2598.335671829769,5126.940357837669,0.09633672147094036,-102.49584,89.695435,14.152697,28.9795,3.6703254999999997,5.0043445,4.5138803,2.9836907000000004,-0.9029735999999999,6.1961737,-5.162508,2.5608833,-2.4820154,4.187514299999999,-3.1304004,1.1454189,-4.7650394,1.4931515,-4.520428,3.400714,827,100116,2017-10-01 21:22:00
1074247432,1,0.29828720000000003,2201.162903488974,2426.1327557489353,4656.8396078073165,0.0937030643154786,-58.888397,96.72816999999999,-5.8955684,17.023258,-1.2165052,0.98252976,-0.5451573000000001,7.839683999999999,-9.446448,7.072609,-9.079925999999999,2.8216188,-5.5036182,3.0214927000000005,-6.4745493,1.0771122,-4.576553,3.4591258000000003,-7.4834533,0.81529194,828.87,100406,2017-10-01 22:32:00
1074254689,9,0.42741206,2718.546883271196,2380.552375907604,5189.278534609841,0.15275605906861714,-15.736026999999998,67.20004,-13.427353,47.546143,1.3700037,9.964961,11.597180999999999,12.362842,-5.5704017,12.352193,-0.54718035,3.8064527999999997,-1.6068129999999998,2.6249945,-2.9388669,2.8528962000000004,-2.3110623,2.935964,0.6559015,5.275926999999999,918,430572,2017-11-07 23:40:00
1074254690,8,0.3372057,2412.400756595628,2638.676090351253,5342.508742188416,0.09649949733562667,-115.20106499999999,78.948944,23.302559,27.649315,0.9785360999999999,10.126289,9.434676,6.252555,-6.242307,5.983519,-6.3900866999999995,2.7648387000000003,-7.0235275999999995,-1.4867308000000001,-4.303518,-0.59970796,-3.8296218,4.152259,1.6555457999999998,6.783297999999999,6517,430572,2017-11-07 23:43:00
1074254711,9,0.36360076,2765.5938657661645,2614.590111835575,5612.087922448778,0.13613898726288912,-63.00506,68.07843000000001,1.5829648,28.20846,-5.282095,2.090984,9.515397,2.8381782,-9.809718,10.304110000000001,-6.692338,1.0764999,-4.677855,0.2140377,-5.641019,3.0467875,-3.9707055,0.7704533,-7.214905,-1.4983639,2247,430572,2017-11-07 23:44:00
1074254733,9,0.28223990000000004,1722.0518058675336,2310.409088316077,3863.66223109062,0.05542951724747668,-154.81429,105.76845,22.827404,30.526128999999997,7.964613000000001,7.745269,2.6202490000000003,8.197746,-10.130528,-0.69041896,-8.809301,-4.35355,-3.5505839999999997,-4.846408,-7.444812299999999,1.9436729,-6.075065,0.395047,-0.9251889999999999,-1.3977522,3184,430572.430555,2017-11-07 23:40:00
1074254734,10,0.33057153,2670.5612490633976,2647.9043217905314,5678.06254459633,0.11557766215434485,-57.020874,65.60311,5.249255000000001,33.951443,4.2710586,10.279689999999999,4.8334074000000005,9.589143,-2.5646033,7.620614999999999,-6.8960729999999995,2.0352544999999997,-4.347548000000001,3.3411765,0.9079799000000001,6.511901,0.46756315,3.0337162,-6.854360000000001,1.2013346999999999,42005,430572.103604,2017-11-07 23:37:00
1074254736,6,0.2971202,2274.406291924452,2521.4061389926105,5105.128036772992,0.09270258648715034,-105.87603,83.752815,18.307686,35.18677,1.6904755,8.763961,-2.7775642999999994,11.794618,-12.899833000000001,1.7256056,-1.1330283,-3.9708059999999996,-1.8322039,-0.12011458,-6.1641917,3.24497,-4.459134,-0.78214914,-3.0666206000000003,4.1517725,1331,430572.430553,2017-11-07 23:39:00
1074613568,2,0.42231375,2703.1718759510322,2545.630804407922,5557.919411906477,0.13356302485016724,-70.1803,75.47708,-9.351317,31.338432,0.9783358,6.4014444,3.713125,8.335878,3.2876525,7.47946,-7.730198,3.941853,-2.637118,2.5092251,-3.1605976000000005,2.39921,-1.3297700000000001,3.67942,-0.60132366,4.744893599999999,455,103971,2017-10-01 21:22:00
1074613570,8,0.35205603,2223.9854129283644,2277.586999340512,4538.107125859639,0.10564253036730607,-52.953842,97.20657,-19.982006,35.599340000000005,4.490131,5.6341352,5.2618513,11.281396,0.9459875,8.672033,-3.2675254000000002,1.0809658000000002,1.4009541,3.5732138,-3.2557566000000002,2.170618,-4.424019,0.32460237,-3.2156641,0.75829434,876,100099,2017-10-01 21:22:00
1074613571,5,0.31003287,2084.373496818375,2395.3191939031767,4616.696401159712,0.08951196304222478,-110.86206000000001,104.75509,8.646944,23.4554,9.212123,10.934786,3.8153087999999995,12.214014,-2.0365868000000003,10.662578,-0.34582415,3.4630842000000004,-0.6374816,0.9131950999999999,-0.22895370000000004,2.8384304,-1.8357196,4.4339633,-2.9675689999999997,2.3109865000000003,213,100103.100006,2017-10-01 21:22:00
1074613574,2,0.30096674,2425.160960143237,2694.2273216519643,5511.723689810311,0.10055635292176207,-107.84141000000001,85.15087,9.773439999999999,26.389334,12.966361000000001,3.9112756,9.875757,3.7904665,-2.5595796,12.992099000000001,-6.72935,1.397613,-4.8775926,2.8310543999999997,-5.2763599999999995,-0.098339915,-0.7070808000000001,7.1746039999999995,-1.2944243,0.69542164,491,100158,2017-10-01 21:22:00
1074626400,7,0.35722795,2217.1811167538767,2587.560438856844,5040.802458254293,0.08084123995357427,-99.27629,90.8599,12.818764,23.428005,6.95269,-2.507963,2.9626853,5.0375757000000005,-4.229931,6.944306,-10.255871,1.03549,-4.9768495999999995,0.64175576,-2.8697135,1.3305248,-3.7112163999999996,0.4923536,-2.804338,-0.8589810999999999,455.8179,100133,2017-11-01 18:27:00
1074626616,9,0.3375911,2276.890094240904,2611.770304166487,5210.841607276006,0.08968922203127554,-90.773605,95.40038,18.088243,24.874962,6.329033,7.6025032999999995,2.0972378,11.954675,-8.409227,5.005126000000001,-3.7406511,0.74733317,-0.72692,3.8323112,-5.942535400000001,2.7385056,-4.556682599999999,2.5230162,-5.454640400000001,-0.86987287,5072,102443,2017-10-01 22:07:00
1074627318,2,0.3086156,2564.9261294871394,2776.9319846701283,5807.909856465504,0.10476949782886398,-72.94603000000001,78.655556,15.952611,20.04583,-2.4747083,1.5815566,5.4443483,1.4626298,-6.99672,3.2191532000000005,-8.275959,-0.7321479999999999,-10.574573,-2.9220743,-5.63668,0.5566277,-0.07146330000000001,5.3597155,-2.3564422,-0.83705574,33855,100335,2017-10-01 20:36:00
1075033645,1,0.34820783,1753.2249063213615,2129.6108609643625,3707.373871364915,0.06478127198639774,-112.454124,109.25855,8.272395,17.883478,0.9439832,5.6745205,-6.0565205,3.0887854,-11.03842,-2.1686492000000004,-5.905031,-0.533082,-4.7500485999999995,-4.1351314,-1.609923,-4.376083,-6.997977000000001,1.9181956999999998,-2.5870585,1.7036822,56067,104359,2017-09-25 17:02:00
1075039455,6,0.265864,2023.4985274387493,2427.836618586833,4556.307424991689,0.07903260575964095,-110.44813500000001,103.66164,11.771500999999999,12.311616,8.222252000000001,8.925837,2.4138292999999997,0.48929540000000005,-5.7475879999999995,6.037105,-9.833832000000001,1.4186376,-7.2428217,-0.8828435,-7.427202,-0.34548312,-5.0080504,1.7703499,-1.4631389,2.1581175,52985,100715,2017-09-11 17:14:00
1075039568,7,0.3182688,2296.242408257977,2473.03132002853,4860.152202110058,0.09690891103505488,-93.30418399999999,88.49435,-3.5701148999999996,29.690116999999997,7.7027350000000006,8.029885,0.6107501999999999,1.3054786,-4.5243626,5.2250643,-3.107754,1.6661929,-2.8862742999999997,-0.9252222,-5.8115396,-1.8787034,-6.690989,-1.5977341999999999,-0.94422233,0.2430386,4068,100885,2017-08-24 00:43:00
1075180851,6,0.34338850000000004,2140.813171201363,2475.830633342582,4681.789251333343,0.08152725801077196,-75.537025,96.42100500000001,9.166814,29.019651,5.191878,10.233607000000001,5.763372400000001,4.215863,2.4284875,6.4047103,-2.9643676,4.3152914,-2.772472,-0.3036828,-5.894078700000001,-0.6111498000000001,-4.297353299999999,3.1232132999999997,-1.8313515999999999,2.9681005000000003,488,100056,2017-11-01 18:49:00
1075182251,2,0.32865664,1929.5551876447726,2230.4660256565494,4150.544279537483,0.08360581624641887,-87.15979,107.61024499999999,-2.1748555,32.600014,5.9075193,12.500857,5.3049874,10.145481,-3.002174,10.012888,-8.003079,1.9883415,-3.0053248,-1.3551213,-5.687258,2.0690656,-5.418516599999999,4.9622993,-3.7103486000000006,0.2549841,366,100288,2017-10-01 21:33:00
1075196600,4,0.31581822,2074.516387955519,2331.0838109721562,4388.142168598791,0.08572634005719224,-109.85338999999999,89.92309,5.151081,40.670574,4.1935105,6.839183,9.656077,0.8275524,-7.092878,5.489045,-8.360797999999999,2.7416914,-6.166310299999999,-1.3723578,-1.5713501,0.0005455634700000001,-6.690157000000001,-0.56418407,-5.5406914,4.6960334999999995,931,100217,2017-09-01 17:10:00
1075317815,3,0.28533453,1881.918477333871,2307.6802218253515,4139.782255932801,0.08311866290806738,-70.887726,110.55066000000001,5.3714976,15.377704999999999,2.5208947999999998,8.2697315,-2.1908321,7.889781,-6.196024400000001,-0.15045412,-4.1399226,2.5460012,-4.265071400000001,3.8504476999999997,-2.4779575,0.74888635,-4.7148423,1.0838406999999999,-2.1955717,-0.35992903,53199,9092,2017-09-06 00:02:00
1075317816,5,0.24842946,2115.558465905232,2373.3225548179503,4618.237605267041,0.09287049842741453,-157.64287,100.91599000000001,9.856202,13.472351000000002,-0.23922601,-8.696193,-10.07635,12.782316999999999,-4.2390037000000005,-0.60132873,-7.260548,-2.299147,-3.6111553,-4.104273,-4.2794576,-0.5684632,0.96150154,0.43595475,-4.2987347,-2.5631630000000003,53199,101303,2017-09-06 00:02:00
1075344738,6,0.29105290000000006,2405.551525285954,2644.9403517632554,5407.922343935717,0.10393565520998416,-118.02948,81.50789,5.364961,24.51389,21.250853,4.8672185,3.9586031000000004,9.344299000000001,-8.722894,8.757559,-7.0697713,2.0158023999999997,0.690628,3.6754024,-2.1001732000000004,1.391132,-6.818494,-5.282270400000001,-5.2885222,-0.14103666,67458,100019,2017-10-25 22:42:00
1075344739,7,0.285018,2406.777552882337,2571.930022473389,5297.325097626558,0.10646338736840603,-84.55986,84.44205500000001,7.566546400000001,32.81179,7.129702,2.1408243,0.12201238,9.321829,-10.702973,12.908785,-9.634085,-2.2602408,-1.9797566999999998,1.0872126,-4.084084,1.7655374,-5.6406136,0.21443407,-4.2348704,0.058027286,67458,100019,2017-10-25 22:42:00
1075349076,7,0.29105290000000006,2405.551525285954,2644.9403517632554,5407.922343935717,0.10393565520998416,-118.02948,81.50789,5.364961,24.51389,21.250853,4.8672185,3.9586031000000004,9.344299000000001,-8.722894,8.757559,-7.0697713,2.0158023999999997,0.690628,3.6754024,-2.1001732000000004,1.391132,-6.818494,-5.282270400000001,-5.2885222,-0.14103666,67458,100016,2017-10-25 22:53:00
